sumlev,geoid,areaname,stab,state,county,tract,BG,CBSA,metdiv,logrecno,B23025i1,B23025i2,B23025i3,B23025i4,B23025i5,B23025i6,B23025i7
Geographic summary level ,  ,  ,State abbreviation ,State code ,County code ,Tract code ,Block group code ,CBSA code ,Metro division of MSA ,  ,Total: ,In labor force: ,Civilian labor force: ,Employed ,Unemployed ,Armed Forces ,Not in labor force
150,15000US240010006001,"Block Group 1, Census Tract 6, Allegany County, Maryland",MD,24,Allegany MD,600,1,.,,2838,1628,771,771,718,53,0,857
150,15000US240010006002,"Block Group 2, Census Tract 6, Allegany County, Maryland",MD,24,Allegany MD,600,2,.,,2839,577,332,332,327,5,0,245
150,15000US240010007001,"Block Group 1, Census Tract 7, Allegany County, Maryland",MD,24,Allegany MD,700,1,.,,2840,1455,836,836,773,63,0,619
150,15000US240010007002,"Block Group 2, Census Tract 7, Allegany County, Maryland",MD,24,Allegany MD,700,2,.,,2841,1094,561,561,523,38,0,533
150,15000US240010008001,"Block Group 1, Census Tract 8, Allegany County, Maryland",MD,24,Allegany MD,800,1,.,,2842,946,637,637,596,41,0,309
150,15000US240010008002,"Block Group 2, Census Tract 8, Allegany County, Maryland",MD,24,Allegany MD,800,2,.,,2843,554,310,310,253,57,0,244
150,15000US240010010001,"Block Group 1, Census Tract 10, Allegany County, Maryland",MD,24,Allegany MD,1000,1,.,,2844,1024,607,607,549,58,0,417
150,15000US240010010002,"Block Group 2, Census Tract 10, Allegany County, Maryland",MD,24,Allegany MD,1000,2,.,,2845,817,258,258,204,54,0,559
150,15000US240010011001,"Block Group 1, Census Tract 11, Allegany County, Maryland",MD,24,Allegany MD,1100,1,.,,2846,529,314,314,308,6,0,215
150,15000US240010011002,"Block Group 2, Census Tract 11, Allegany County, Maryland",MD,24,Allegany MD,1100,2,.,,2847,494,211,211,182,29,0,283
150,15000US240010012001,"Block Group 1, Census Tract 12, Allegany County, Maryland",MD,24,Allegany MD,1200,1,.,,2848,657,465,465,457,8,0,192
150,15000US240010012002,"Block Group 2, Census Tract 12, Allegany County, Maryland",MD,24,Allegany MD,1200,2,.,,2849,1950,1170,1170,1129,41,0,780
150,15000US240010013001,"Block Group 1, Census Tract 13, Allegany County, Maryland",MD,24,Allegany MD,1300,1,.,,2850,1035,629,629,579,50,0,406
150,15000US240010013002,"Block Group 2, Census Tract 13, Allegany County, Maryland",MD,24,Allegany MD,1300,2,.,,2851,4237,529,529,499,30,0,3708
150,15000US240010014011,"Block Group 1, Census Tract 14.01, Allegany County, Maryland",MD,24,Allegany MD,1401,1,.,,2852,787,445,445,415,30,0,342
150,15000US240010014012,"Block Group 2, Census Tract 14.01, Allegany County, Maryland",MD,24,Allegany MD,1401,2,.,,2853,2341,1395,1395,1377,18,0,946
150,15000US240010014021,"Block Group 1, Census Tract 14.02, Allegany County, Maryland",MD,24,Allegany MD,1402,1,.,,2854,1505,975,975,948,27,0,530
150,15000US240010015021,"Block Group 1, Census Tract 15.02, Allegany County, Maryland",MD,24,Allegany MD,1502,1,.,,2855,1782,999,999,916,83,0,783
150,15000US240010015031,"Block Group 1, Census Tract 15.03, Allegany County, Maryland",MD,24,Allegany MD,1503,1,.,,2856,561,316,316,253,63,0,245
150,15000US240010015032,"Block Group 2, Census Tract 15.03, Allegany County, Maryland",MD,24,Allegany MD,1503,2,.,,2857,504,363,363,344,19,0,141
150,15000US240010015033,"Block Group 3, Census Tract 15.03, Allegany County, Maryland",MD,24,Allegany MD,1503,3,.,,2858,533,317,317,248,69,0,216
150,15000US240010016001,"Block Group 1, Census Tract 16, Allegany County, Maryland",MD,24,Allegany MD,1600,1,.,,2859,1563,831,831,786,45,0,732
150,15000US240010017001,"Block Group 1, Census Tract 17, Allegany County, Maryland",MD,24,Allegany MD,1700,1,.,,2860,871,611,611,475,136,0,260
150,15000US240010017002,"Block Group 2, Census Tract 17, Allegany County, Maryland",MD,24,Allegany MD,1700,2,.,,2861,1464,572,558,558,0,14,892
150,15000US240010017003,"Block Group 3, Census Tract 17, Allegany County, Maryland",MD,24,Allegany MD,1700,3,.,,2862,1367,670,670,633,37,0,697
150,15000US240010018001,"Block Group 1, Census Tract 18, Allegany County, Maryland",MD,24,Allegany MD,1800,1,.,,2863,1714,999,999,966,33,0,715
150,15000US240010018002,"Block Group 2, Census Tract 18, Allegany County, Maryland",MD,24,Allegany MD,1800,2,.,,2864,634,391,391,324,67,0,243
150,15000US240010018003,"Block Group 3, Census Tract 18, Allegany County, Maryland",MD,24,Allegany MD,1800,3,.,,2865,2132,801,797,673,124,4,1331
150,15000US240010019001,"Block Group 1, Census Tract 19, Allegany County, Maryland",MD,24,Allegany MD,1900,1,.,,2866,1102,668,668,583,85,0,434
150,15000US240010019002,"Block Group 2, Census Tract 19, Allegany County, Maryland",MD,24,Allegany MD,1900,2,.,,2867,1006,674,668,644,24,6,332
150,15000US240010020001,"Block Group 1, Census Tract 20, Allegany County, Maryland",MD,24,Allegany MD,2000,1,.,,2868,1205,644,644,578,66,0,561
150,15000US240010020002,"Block Group 2, Census Tract 20, Allegany County, Maryland",MD,24,Allegany MD,2000,2,.,,2869,502,313,313,299,14,0,189
150,15000US240010020003,"Block Group 3, Census Tract 20, Allegany County, Maryland",MD,24,Allegany MD,2000,3,.,,2870,463,152,152,89,63,0,311
150,15000US240010020004,"Block Group 4, Census Tract 20, Allegany County, Maryland",MD,24,Allegany MD,2000,4,.,,2871,819,443,443,443,0,0,376
150,15000US240010020005,"Block Group 5, Census Tract 20, Allegany County, Maryland",MD,24,Allegany MD,2000,5,.,,2872,1110,646,646,632,14,0,464
150,15000US240010021001,"Block Group 1, Census Tract 21, Allegany County, Maryland",MD,24,Allegany MD,2100,1,.,,2873,934,462,458,417,41,4,472
150,15000US240010021002,"Block Group 2, Census Tract 21, Allegany County, Maryland",MD,24,Allegany MD,2100,2,.,,2874,644,431,431,374,57,0,213
150,15000US240010021003,"Block Group 3, Census Tract 21, Allegany County, Maryland",MD,24,Allegany MD,2100,3,.,,2875,966,424,424,387,37,0,542
150,15000US240010022001,"Block Group 1, Census Tract 22, Allegany County, Maryland",MD,24,Allegany MD,2200,1,.,,2876,835,461,461,449,12,0,374
150,15000US240010022002,"Block Group 2, Census Tract 22, Allegany County, Maryland",MD,24,Allegany MD,2200,2,.,,2877,1017,529,529,452,77,0,488
150,15000US240010022003,"Block Group 3, Census Tract 22, Allegany County, Maryland",MD,24,Allegany MD,2200,3,.,,2878,1337,738,738,672,66,0,599
150,15000US240010023001,"Block Group 1, Census Tract 23, Allegany County, Maryland",MD,24,Allegany MD,2300,1,.,,2879,607,353,353,285,68,0,254
150,15000US240010023002,"Block Group 2, Census Tract 23, Allegany County, Maryland",MD,24,Allegany MD,2300,2,.,,2880,1776,852,852,823,29,0,924
150,15000US240010023003,"Block Group 3, Census Tract 23, Allegany County, Maryland",MD,24,Allegany MD,2300,3,.,,2881,784,516,516,431,85,0,268
150,15000US240010023004,"Block Group 4, Census Tract 23, Allegany County, Maryland",MD,24,Allegany MD,2300,4,.,,2882,1512,661,652,608,44,9,851
150,15000US240037011011,"Block Group 1, Census Tract 7011.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701101,1,.,,2883,1210,902,902,853,49,0,308
150,15000US240037011012,"Block Group 2, Census Tract 7011.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701101,2,.,,2884,2214,1323,1296,1252,44,27,891
150,15000US240037011031,"Block Group 1, Census Tract 7011.03, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701103,1,.,,2885,1532,1243,1222,1104,118,21,289
150,15000US240037011032,"Block Group 2, Census Tract 7011.03, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701103,2,.,,2886,1794,1154,1142,976,166,12,640
150,15000US240037011041,"Block Group 1, Census Tract 7011.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701104,1,.,,2887,1037,783,783,762,21,0,254
150,15000US240037011042,"Block Group 2, Census Tract 7011.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701104,2,.,,2888,1867,1270,1234,1175,59,36,597
150,15000US240037012011,"Block Group 1, Census Tract 7012.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701201,1,.,,2889,1446,881,869,738,131,12,565
150,15000US240037012012,"Block Group 2, Census Tract 7012.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701201,2,.,,2890,1575,1098,1098,1098,0,0,477
150,15000US240037012021,"Block Group 1, Census Tract 7012.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701202,1,.,,2891,1786,1260,1260,1237,23,0,526
150,15000US240037012022,"Block Group 2, Census Tract 7012.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701202,2,.,,2892,1528,1064,980,930,50,84,464
150,15000US240037013011,"Block Group 1, Census Tract 7013.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701301,1,.,,2893,1331,916,916,863,53,0,415
150,15000US240037013012,"Block Group 2, Census Tract 7013.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701301,2,.,,2894,1780,994,978,944,34,16,786
150,15000US240037013021,"Block Group 1, Census Tract 7013.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701302,1,.,,2895,918,534,518,518,0,16,384
150,15000US240037013022,"Block Group 2, Census Tract 7013.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701302,2,.,,2896,2098,1512,1497,1414,83,15,586
150,15000US240037014001,"Block Group 1, Census Tract 7014, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701400,1,.,,2897,1163,728,728,656,72,0,435
150,15000US240037014002,"Block Group 2, Census Tract 7014, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,701400,2,.,,2898,2106,1091,1069,1008,61,22,1015
150,15000US240037021001,"Block Group 1, Census Tract 7021, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702100,1,.,,2899,1911,1349,1349,1297,52,0,562
150,15000US240037021002,"Block Group 2, Census Tract 7021, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702100,2,.,,2900,1338,776,759,716,43,17,562
150,15000US240037021003,"Block Group 3, Census Tract 7021, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702100,3,.,,2901,974,641,641,624,17,0,333
150,15000US240037021004,"Block Group 4, Census Tract 7021, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702100,4,.,,2902,1068,668,668,612,56,0,400
150,15000US240037022041,"Block Group 1, Census Tract 7022.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702204,1,.,,2903,1480,1003,1003,926,77,0,477
150,15000US240037022042,"Block Group 2, Census Tract 7022.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702204,2,.,,2904,1816,1368,1358,1333,25,10,448
150,15000US240037022051,"Block Group 1, Census Tract 7022.05, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702205,1,.,,2905,1725,1234,1131,1105,26,103,491
150,15000US240037022052,"Block Group 2, Census Tract 7022.05, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702205,2,.,,2906,1411,1234,1212,1101,111,22,177
150,15000US240037022053,"Block Group 3, Census Tract 7022.05, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702205,3,.,,2907,914,548,526,526,0,22,366
150,15000US240037022061,"Block Group 1, Census Tract 7022.06, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702206,1,.,,2908,2233,1611,1572,1530,42,39,622
150,15000US240037022062,"Block Group 2, Census Tract 7022.06, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702206,2,.,,2909,1407,1089,1070,1053,17,19,318
150,15000US240037022063,"Block Group 3, Census Tract 7022.06, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702206,3,.,,2910,1812,1521,1521,1478,43,0,291
150,15000US240037022081,"Block Group 1, Census Tract 7022.08, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702208,1,.,,2911,3147,2440,2292,2028,264,148,707
150,15000US240037022082,"Block Group 2, Census Tract 7022.08, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702208,2,.,,2912,1468,1161,1148,1102,46,13,307
150,15000US240037022083,"Block Group 3, Census Tract 7022.08, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702208,3,.,,2913,1710,1423,1370,1332,38,53,287
150,15000US240037022091,"Block Group 1, Census Tract 7022.09, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702209,1,.,,2914,794,677,677,677,0,0,117
150,15000US240037022092,"Block Group 2, Census Tract 7022.09, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702209,2,.,,2915,849,642,633,612,21,9,207
150,15000US240037022093,"Block Group 3, Census Tract 7022.09, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702209,3,.,,2916,1343,1119,1102,1077,25,17,224
150,15000US240037023001,"Block Group 1, Census Tract 7023, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702300,1,.,,2917,1179,824,824,790,34,0,355
150,15000US240037023002,"Block Group 2, Census Tract 7023, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702300,2,.,,2918,1278,787,787,748,39,0,491
150,15000US240037023003,"Block Group 3, Census Tract 7023, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702300,3,.,,2919,2053,1438,1421,1390,31,17,615
150,15000US240037024021,"Block Group 1, Census Tract 7024.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702402,1,.,,2920,1606,1210,1166,1105,61,44,396
150,15000US240037024022,"Block Group 2, Census Tract 7024.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702402,2,.,,2921,1549,860,860,830,30,0,689
150,15000US240037024023,"Block Group 3, Census Tract 7024.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702402,3,.,,2922,1888,1021,1021,929,92,0,867
150,15000US240037024024,"Block Group 4, Census Tract 7024.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702402,4,.,,2923,1229,1051,1033,1000,33,18,178
150,15000US240037025001,"Block Group 1, Census Tract 7025, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702500,1,.,,2924,1867,1674,1674,1631,43,0,193
150,15000US240037025002,"Block Group 2, Census Tract 7025, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702500,2,.,,2925,1114,768,768,725,43,0,346
150,15000US240037025003,"Block Group 3, Census Tract 7025, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702500,3,.,,2926,965,663,663,663,0,0,302
150,15000US240037025004,"Block Group 4, Census Tract 7025, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702500,4,.,,2927,1850,1460,1407,1348,59,53,390
150,15000US240037026011,"Block Group 1, Census Tract 7026.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702601,1,.,,2928,1729,1374,1374,1366,8,0,355
150,15000US240037026012,"Block Group 2, Census Tract 7026.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702601,2,.,,2929,742,587,587,577,10,0,155
150,15000US240037026013,"Block Group 3, Census Tract 7026.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702601,3,.,,2930,1045,497,497,497,0,0,548
150,15000US240037026014,"Block Group 4, Census Tract 7026.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702601,4,.,,2931,1175,831,822,698,124,9,344
150,15000US240037026021,"Block Group 1, Census Tract 7026.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702602,1,.,,2932,2434,1836,1836,1796,40,0,598
150,15000US240037026022,"Block Group 2, Census Tract 7026.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702602,2,.,,2933,748,479,479,463,16,0,269
150,15000US240037026023,"Block Group 3, Census Tract 7026.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702602,3,.,,2934,1007,689,689,689,0,0,318
150,15000US240037026024,"Block Group 4, Census Tract 7026.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702602,4,.,,2935,1022,720,720,691,29,0,302
150,15000US240037027021,"Block Group 1, Census Tract 7027.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702702,1,.,,2936,1231,672,672,651,21,0,559
150,15000US240037027022,"Block Group 2, Census Tract 7027.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702702,2,.,,2937,1768,1025,1025,1015,10,0,743
150,15000US240037027031,"Block Group 1, Census Tract 7027.03, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702703,1,.,,2938,1334,1145,1145,1145,0,0,189
150,15000US240037027032,"Block Group 2, Census Tract 7027.03, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702703,2,.,,2939,841,736,686,686,0,50,105
150,15000US240037027041,"Block Group 1, Census Tract 7027.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702704,1,.,,2940,1528,848,831,831,0,17,680
150,15000US240037027042,"Block Group 2, Census Tract 7027.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,702704,2,.,,2941,600,547,547,507,40,0,53
150,15000US240037061021,"Block Group 1, Census Tract 7061.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706102,1,.,,2942,1508,958,917,871,46,41,550
150,15000US240037061022,"Block Group 2, Census Tract 7061.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706102,2,.,,2943,434,196,196,145,51,0,238
150,15000US240037061031,"Block Group 1, Census Tract 7061.03, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706103,1,.,,2944,781,439,371,363,8,68,342
150,15000US240037061032,"Block Group 2, Census Tract 7061.03, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706103,2,.,,2945,659,447,436,429,7,11,212
150,15000US240037063021,"Block Group 1, Census Tract 7063.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706302,1,.,,2946,1406,959,948,935,13,11,447
150,15000US240037063022,"Block Group 2, Census Tract 7063.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706302,2,.,,2947,760,558,558,498,60,0,202
150,15000US240037063023,"Block Group 3, Census Tract 7063.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706302,3,.,,2948,976,610,610,569,41,0,366
150,15000US240037063031,"Block Group 1, Census Tract 7063.03, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706303,1,.,,2949,1143,634,634,610,24,0,509
150,15000US240037063032,"Block Group 2, Census Tract 7063.03, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706303,2,.,,2950,976,463,463,331,132,0,513
150,15000US240037063041,"Block Group 1, Census Tract 7063.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706304,1,.,,2951,1111,832,729,729,0,103,279
150,15000US240037063042,"Block Group 2, Census Tract 7063.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706304,2,.,,2952,735,291,291,271,20,0,444
150,15000US240037064021,"Block Group 1, Census Tract 7064.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706402,1,.,,2953,1399,945,937,906,31,8,454
150,15000US240037064022,"Block Group 2, Census Tract 7064.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706402,2,.,,2954,1603,1205,1197,1152,45,8,398
150,15000US240037064031,"Block Group 1, Census Tract 7064.03, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706403,1,.,,2955,2218,1681,1681,1641,40,0,537
150,15000US240037064032,"Block Group 2, Census Tract 7064.03, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706403,2,.,,2956,1032,968,968,862,106,0,64
150,15000US240037064041,"Block Group 1, Census Tract 7064.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706404,1,.,,2957,563,542,542,542,0,0,21
150,15000US240037064042,"Block Group 2, Census Tract 7064.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706404,2,.,,2958,821,608,608,608,0,0,213
150,15000US240037065001,"Block Group 1, Census Tract 7065, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706500,1,.,,2959,1492,995,988,988,0,7,497
150,15000US240037065002,"Block Group 2, Census Tract 7065, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706500,2,.,,2960,1400,1002,962,949,13,40,398
150,15000US240037065003,"Block Group 3, Census Tract 7065, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706500,3,.,,2961,1390,1123,1123,1120,3,0,267
150,15000US240037066001,"Block Group 1, Census Tract 7066, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706600,1,.,,2962,895,741,731,709,22,10,154
150,15000US240037066002,"Block Group 2, Census Tract 7066, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706600,2,.,,2963,840,571,564,564,0,7,269
150,15000US240037066003,"Block Group 3, Census Tract 7066, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706600,3,.,,2964,217,166,166,166,0,0,51
150,15000US240037066004,"Block Group 4, Census Tract 7066, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706600,4,.,,2965,1930,1334,1318,1236,82,16,596
150,15000US240037067001,"Block Group 1, Census Tract 7067, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,706700,1,.,,2966,5623,5017,664,649,15,4353,606
150,15000US240037070011,"Block Group 1, Census Tract 7070.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,707001,1,.,,2967,1904,1306,1286,1259,27,20,598
150,15000US240037070012,"Block Group 2, Census Tract 7070.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,707001,2,.,,2968,1496,986,967,927,40,19,510
150,15000US240037070013,"Block Group 3, Census Tract 7070.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,707001,3,.,,2969,1099,877,877,843,34,0,222
150,15000US240037070014,"Block Group 4, Census Tract 7070.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,707001,4,.,,2970,312,201,201,201,0,0,111
150,15000US240037070021,"Block Group 1, Census Tract 7070.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,707002,1,.,,2971,1125,720,683,644,39,37,405
150,15000US240037070022,"Block Group 2, Census Tract 7070.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,707002,2,.,,2972,875,538,538,538,0,0,337
150,15000US240037070023,"Block Group 3, Census Tract 7070.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,707002,3,.,,2973,1560,1033,1012,909,103,21,527
150,15000US240037080011,"Block Group 1, Census Tract 7080.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,708001,1,.,,2974,1857,961,937,891,46,24,896
150,15000US240037080012,"Block Group 2, Census Tract 7080.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,708001,2,.,,2975,1151,897,885,885,0,12,254
150,15000US240037080041,"Block Group 1, Census Tract 7080.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,708004,1,.,,2976,1049,667,667,667,0,0,382
150,15000US240037080042,"Block Group 2, Census Tract 7080.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,708004,2,.,,2977,1421,797,797,658,139,0,624
150,15000US240037080043,"Block Group 3, Census Tract 7080.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,708004,3,.,,2978,1018,674,674,674,0,0,344
150,15000US240037080044,"Block Group 4, Census Tract 7080.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,708004,4,.,,2979,1332,770,755,741,14,15,562
150,15000US240037301011,"Block Group 1, Census Tract 7301.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730101,1,.,,2980,1857,1149,1122,1122,0,27,708
150,15000US240037301021,"Block Group 1, Census Tract 7301.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730102,1,.,,2981,2457,1996,1973,1786,187,23,461
150,15000US240037301022,"Block Group 2, Census Tract 7301.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730102,2,.,,2982,1710,1178,1178,1126,52,0,532
150,15000US240037301023,"Block Group 3, Census Tract 7301.02, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730102,3,.,,2983,4122,3605,3512,3389,123,93,517
150,15000US240037302041,"Block Group 1, Census Tract 7302.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730204,1,.,,2984,2617,1995,1995,1944,51,0,622
150,15000US240037302042,"Block Group 2, Census Tract 7302.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730204,2,.,,2985,720,469,469,427,42,0,251
150,15000US240037302043,"Block Group 3, Census Tract 7302.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730204,3,.,,2986,679,423,423,423,0,0,256
150,15000US240037302044,"Block Group 4, Census Tract 7302.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730204,4,.,,2987,1272,918,918,845,73,0,354
150,15000US240037302051,"Block Group 1, Census Tract 7302.05, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730205,1,.,,2988,934,500,500,422,78,0,434
150,15000US240037302052,"Block Group 2, Census Tract 7302.05, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730205,2,.,,2989,971,745,745,745,0,0,226
150,15000US240037302061,"Block Group 1, Census Tract 7302.06, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730206,1,.,,2990,1586,850,850,797,53,0,736
150,15000US240037302062,"Block Group 2, Census Tract 7302.06, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730206,2,.,,2991,719,661,661,661,0,0,58
150,15000US240037302063,"Block Group 3, Census Tract 7302.06, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730206,3,.,,2992,178,142,142,142,0,0,36
150,15000US240037303001,"Block Group 1, Census Tract 7303, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730300,1,.,,2993,2405,1648,1648,1526,122,0,757
150,15000US240037303002,"Block Group 2, Census Tract 7303, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730300,2,.,,2994,607,412,412,402,10,0,195
150,15000US240037304011,"Block Group 1, Census Tract 7304.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730401,1,.,,2995,1228,728,728,690,38,0,500
150,15000US240037304012,"Block Group 2, Census Tract 7304.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730401,2,.,,2996,1351,1043,1036,1030,6,7,308
150,15000US240037304013,"Block Group 3, Census Tract 7304.01, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730401,3,.,,2997,2066,1447,1447,1308,139,0,619
150,15000US240037304031,"Block Group 1, Census Tract 7304.03, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730403,1,.,,2998,964,734,705,696,9,29,230
150,15000US240037304032,"Block Group 2, Census Tract 7304.03, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730403,2,.,,2999,1626,1276,1276,1273,3,0,350
150,15000US240037304033,"Block Group 3, Census Tract 7304.03, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730403,3,.,,3000,576,346,346,346,0,0,230
150,15000US240037304041,"Block Group 1, Census Tract 7304.04, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730404,1,.,,3001,1581,1100,1100,1050,50,0,481
150,15000US240037305071,"Block Group 1, Census Tract 7305.07, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730507,1,.,,3002,1468,1017,981,854,127,36,451
150,15000US240037305072,"Block Group 2, Census Tract 7305.07, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730507,2,.,,3003,2182,1644,1644,1625,19,0,538
150,15000US240037305081,"Block Group 1, Census Tract 7305.08, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730508,1,.,,3004,1018,448,448,448,0,0,570
150,15000US240037305082,"Block Group 2, Census Tract 7305.08, Anne Arundel County, Maryland",MD,24,Anne Arundel MD,730508,2,.,,3005,1250,948,948,948,0,0,302
